;descriptions;titles;wages;locations;employment_types;job_times;offer_urls
873;Firma budowlana BTS z Rudy Śląskiej poszukuje doświadczonych pracowników ogólnobudowlanych oraz brygadzistów (murowanie, szalunki, zbrojenie, elewacje) Miejsce pracy: Ruda Śląska i okolice.Wymagania:doświadczenie przy pracach budowlanychumiejętność pracy samodzielnej i w zespolezaangażowanie i dokładność, dobra organizacja pracyodpowiedzialność za powierzone narzędzia i sprzętbezwzględny zakaz pracy pod wpływem alkoholuprawo jazdy kat. B (mile widziane)Oferujemy:stabilne zatrudnienie w oparciu o umowę o pracę (po okresie próbnym)terminowe wynagrodzenia, wysokość w zależności od umiejętności i doświadczeniapracę głównie od poniedziałku do piątku w godzinach 6-15niezbędne narzędzia do pracy oraz transport na miejsce budowyZainteresowane osoby prosimy o kontakt pod numerem 50*******81 lub przesyłanie CV na e-mail: leszek (małpa) bts.biz.pl z dopiskiem zawierającym klauzulę:Wyrażam zgodę na przetwarzanie przez ogłoszeniodawcę moich danych osobowych, zawartych w mojej ofercie pracy, dla potrzeb niezbędnych do realizacji procesu rekrutacji zgodnie z ustawą z dnia 29 sierpnia 1997 r. o ochronie danych osobowych (t.j. Dz. U. z 2016 r., poz. 922). Jednocześnie wyrażam zgodę na przetwarzanie przez ogłoszeniodawcę moich danych osobowych na potrzeby przyszłych rekrutacji.;['Pracownik ogólnobudowlany, brygadzista - BUDOWA DOMÓW'];['5 000 zł - 8 000 zł zł / mies. brutto'];['Ruda Śląska'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/pracownik-ogolnobudowlany-brygadzista-budowa-domow-CID4-IDUD0vH.html
874;Poszukujemy osoby do obsługi klienta / kasy Co oferujemy:-Stałe zatrudnienie w oparciu o umowę o pracę lub dostosowane do pracownika- płatne szkolenie z obowiązujących standardów- darmowy posiłek w trakcie wykonywania pracy- pracę w wesołym i energicznym zespoleCzego wymagamy:DYSPOZYCYJNOŚĆpraca 5,6 dni w tygodniupraca w weekendy- umiejętności pracy w zespole i dobrej organizacji pracy- uczciwości, chęci do pracy i pozytywnego nastawieniaObowiązki na stanowisku:obsługa kasy fiskalnej / POSaprzygotowywanie koktajlidbanie o czystość Zapraszamy osoby z doświadczeniem;['Restauracja w Galerii Północnej zatrudni osoby do obsługi klienta/kasy'];['23 zł - 24 zł zł / godz. brutto'];['Warszawa, Praga-Południe'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/restauracja-w-galerii-polnocnej-zatrudni-osoby-do-obslugi-klienta-kasy-CID4-IDUzjbA.html
875;"Naszym Klientem jest fabryka motoryzacyjnej produkująca elementy wykończeniowe z tworzyw sztucznych dla takich marek samochodów jak Hyundai i Kia. Firma posiada w Polsce dwa zakłady produkcyjne w Zabrzu i Żorach, zatrudnia ponad 600 wykwalifikowanych pracowników. W chwili obecnej poszukujemy do zakładu w Żorach zmotywowane osoby do pracy na produkcji w różnych działach (montaż, magazyn wewnętrzny, kontrola jakości)Pracownik/ca produkcjiOferta skierowana również do osób uczących się (uczniowie/studenci) dyspozycyjnych od pon-piątku oraz do tegorocznych absolwentów szkół średnich. Dla osób posiadających status studenta/ucznia do 26 lat wynagrodzenie brutto stanowi kwotę ""netto"" na rękę.Zakres obowiązków w zależności od działu obejmuje:obrabianie wyrobów gotowych z wykorzystaniem maszyn i narzędzimontaż tych wyrobów i pakowaniedystrybucja surowców na linie produkcyjnekontrola jakości wyrobów, skanowanieWymagania:wysoka motywacja i chęci do pracydobra organizacja i samodyscyplinaenergiczność i gotowość do pracy fizycznejotwartość, szybkość uczeniagotowość do pracy w systemie 3 zmianowym pon-piątek ( 6.00-14.00; 14.00-22.00; 22.00-6.00)Oferujemy:możliwość zdobycia doświadczenia i sprawdzenia się w nowym środowiskupo okresie próbnym dla zainteresowanych możliwość przejścia na umowę o pracę bezpośrednio pod fabrykę.Del Piero Sp. z o.o. działa na rynku usług doradztwa personalnego od 1998 roku, zapewnia wszystkim Kandydatom pełną dyskrecję przestrzegając zasad etycznych branży oraz ogólnoprzyjętej kultury biznesowej. Firma posiada wpis w rejestrze podmiotów prowadzących agencje zatrudnienia o numerze 943 Od kandydatów wymagamy podania danych osobowych obejmujących: imię i nazwisko, datę urodzenia, dane kontaktowe, w tym nr tel. lub adres e-mail oraz wykształcenie, kwalifikacje zawodowe i przebieg dotychczasowego zatrudnienia w zakresie, który pozwoli na ocenę kwalifikacji niezbędnych do wykonywania pracy na określonym stanowisku. Jeśli chcesz dobrowolnie podać dane dodatkowe, których nie wymagamy koniecznie w aplikacji umieść klauzulę: „Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w niniejszym CV na potrzeby rekrutacji prowadzonej przez Del Piero Sp. z o. o. zgodnie z przepisami prawa z zakresu ochrony danych osobowych”. Jeśli chcesz, dodatkowo możesz wyrazić zgodę na udział w kolejnych organizowanych przez nas procesach rekrutacji umieszczając w aplikacji klauzulę: „Wyrażam zgodę na pozostawienie przekazanego dokumentu CV i wykorzystanie go w kolejnych procesach rekrutacyjnych prowadzonych przez Del Piero Sp. z o.o. zgodnie z przepisami prawa z zakresu ochrony danych osobowych.” Warto wiedzieć, że: Del Piero Sp. z o.o. stanie się administratorem podanych w CV danych osobowych; nasza siedziba mieści się w Katowicach przy ul. Warszawskiej 46 m6; dane w CV podajesz zgodnie z zakresem wskazanym w Kodeksie pracy, a dodatkowe dane podajesz na podstawie dobrowolnej zgody dostęp do Twoich danych będą mieli tylko upoważnieni przez nas pracownicy, którzy zajmują się rekrutacją oraz pracodawcy, na rzecz których rekrutacja jest przeprowadzana po zakończeniu rekrutacji przesłane CV usuwamy, chyba że zgodzisz się na wykorzystanie Twojego CV w kolejnych procesach rekrutacji - wtedy dane przetwarzać będziemy do 10 lat lub do momentu odwołania zgody możemy przetwarzać Twoje dane osobowe zawarte w zgłoszeniu rekrutacyjnym także w celu ustalenia, dochodzenia lub obrony przed roszczeniami, jeżeli będą dotyczyć prowadzonej przez nas rekrutacji; wtedy dane będą przetwarzane na podstawie naszego prawnie uzasadnionego interesu polegającego na ustaleniu, dochodzeniu lub obronie przed roszczeniami w postępowaniu przed sądami lub organami państwowymi my dbamy o ochronę Twoich danych osobowych, a Ty masz prawo wniesienia skargi do Prezesa Urzędu Ochrony Danych Osobowych, jeżeli uznasz, że przetwarzanie Twoich danych osobowych nie jest zgodne z RODO - ogólnego rozporządzenia o ochronie danych osobowych z dnia 27 kwietnia 2016 r. masz też prawo dostępu do swoich danych, prawo do ich sprostowania i usunięcia; jeśli zechcesz, w każdym momencie możesz odwołać zgodę na przetwarzanie Twoich danych - wystarczy, że nas o tym poinformujesz. do 1 roku dla rekrutacji pracowników tymczasowych Jeśli chcą Państwo wycofać udzieloną zgodę, usunąć bądź zaktualizować swoje dane proszę wysłać maila na adres podany na stronie internetowej www.delpiero.pl Wszelką korespondencję w sprawach związanych z przetwarzaniem Państwa danych osobowych prosimy kierować na adres Administratora z dopiskiem ""Dane osobowe""";['Pracownik/ca produkcji (również dla uczniów/studentów )'];['3 950 zł - 4 300 zł zł / mies. brutto'];['Żory'];['Umowa zlecenie'];['Pełny etat'];http://www.olx.pl/oferta/praca/pracownik-ca-produkcji-rowniez-dla-uczniow-studentow-CID4-IDUwGDi.html
876;PRACA FIZYCZNA przy obsłudze hulajnóg w Rzeszowie. Praca w godzinach nocnych. Wymiana baterii rozładowanych, zbiórka hulajnóg uszkodzonych. WYMAGANE prawo jazdy kat. B.Najczęściej pracujemy co drugą noc również w weekendy np. Poniedziałek/Środa/Piątek/Niedziela lub Wtorek/Czwartek/Sobota/Poniedziałek itd ale istnieje możliwość innych grafików. Mile widziani studenci dzienni i zaoczni. Mile widziani pracownicy z ukrainy. Nie szukasz pracy to nie wysyłaj swojej aplikacji- szanujmy się. Proszę o CV z datą urodzenia i datą otrzymania prawa jazdy oraz Zarobki 2500 do 5000 zł na rękę.;['RZESZÓW obsługa hulajnóg'];['3 000 zł - 5 000 zł zł / mies. brutto'];['Rzeszów'];['Umowa zlecenie'];['Pełny etat'];http://www.olx.pl/oferta/praca/rzeszow-obsluga-hulajnog-CID4-IDMXPNN.html
877;Przedsiębiorstwo Budowlane Strykowski ze Zgorzelca zatrudni operatora koparki z doświadczeniem. Oferujemy stałą pracę na poniższych warunkach:data rozpoczęcia pracy: maj/czerwiecpraca w pełnym wymiarze czasu pracypraca od poniedziałku do piątkuniezbędne prawo jazdy kat. Bzmianowość: jedna zmiana.Osoby zainteresowane zapraszamy na rozmowę kwalifikacyjną. Wcześniejsze wysłanie CV przyspieszy procedurę zatrudnienia.Wszystkie informacje o firmie na stronie www.strykowski.info;['Operator koparki kołowej'];['35 zł - 40 zł zł / godz. brutto'];['Zgorzelec'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/operator-koparki-kolowej-CID4-IDIu8We.html
878;Firma MINSBUD specjalizująca się w wykonawstwie instalacji sanitarnych (wod-kan, c.o., wentylacji), realizująca ciekawe duże projekty, poszukuje osób lub firm/brygad  na stanowisko: monter instalacji sanitarnych, monter -spawacz, hydraulik   Jesteśmy dużą, stabilną firmą o ugruntowanej pozycji rynkowej, działającą od 1991r. Oferujemy stabilne warunki zatrudnienia, umowę o pracę, możliwość zdobywania doświadczenia i rozwoju zawodowego. Praca w Warszawie i okolicach ;['Monterów instalacji sanitarnych, monterów spawaczy, hydraulik, brygady'];['Warszawa, Śródmieście'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/monterow-instalacji-sanitarnych-monterow-spawaczy-hydraulik-brygady-CID4-IDFP87q.html
879;English version below, Українська версія нижчеDOŁĄCZ DO NAS!Zdobywaj doświadczenie w MAX i dołącz do zespołu jako pracownik restauracji,  a może jak 80% naszych Kierowników Restauracji awansujesz wewnątrzKIM JESTEŚMY?MAX Premium Burgers to jedna z pierwszych sieci restauracji serwujących burgery w Europie. Teraz liczy już ponad 200 restauracji w różnych krajach. MAX to szwedzka marka z wieloletnimi tradycjami, która stawia na jakość i działa na rzecz środowiska. MAX to także brand nagrodzony przez ONZ za pierwsze na świecie menu pozytywne dla klimatu. W MAX jesteśmy dumni z naszego zielonego menu i tu znajdziecie najszerszy wybór produktów wege! Działamy w sposób zrównoważony i pragniemy być częścią zrównoważonego społeczeństwa.KOGO SZUKAMY?W MAX stawiamy na zespół, działamy z pasją i z odwagą realizujemy codzienne wyzwania!Szanujemy nasze odmienności i wspieramy się wzajemnie. Mamy odwagę stawiać czoła wyzwaniom i myślimy nieszablonowo. Z ciekawością i zaangażowaniem znajdujemy wyjście z każdej sytuacji.  Brzmi dobrze? Aplikuj!CO OFERUJEMY?·       Umowę o pracę,·       25-26 pln/h brutto wynagrodzenia,·       Bonus za polecenie znajomych do pracy,·       Dofinansowanie do posiłków,·       Kartę zniżkową, którą wykorzystasz we wszystkich naszych restauracjach·       Szkolenia i treningi, które wprowadzą cię w świat MAXa ZAKRES ODPOWIEDZIALNOŚCI?·       Jakość to nasz priorytet! Chcemy abyś dbał/a o nasze standardy działania bez względu na stanowisko!·       Jako pracownik restauracji przyjmiesz zamówienie, przygotujesz posiłki, zadbasz o czystość i pomożesz w uzupełnianiu produktów.Chcesz dowiedzieć się więcej? Wejdź na www.maxpremiumburgers.plA na wszystkie pytania odpowiemy podczas rozmowy! Aplikuj!NASZE OCZEKIWANIA·       Gotowość do nauki,·       Orientacja na GościaMiejsce pracy: Warszawa, PoznańChcesz do nas dołączyć? Kliknij „napisz wiadomość” i prześlij CV z poniższą klauzulą:„Wyrażam zgodę na przetwarzanie przekazanych przeze mnie w dokumentach aplikacyjnych danych osobowych przez Max Poland Sp. z o.o. z siedzibą w Warszawie, ul. Żelazna 59, 00-848 Warszawa, w celu udziału w prowadzonym procesie rekrutacyjnym”.Administratorem Twoich danych osobowych jest Max Poland Sp. z o.o. z siedzibą w Warszawie, ul. Żelazna 59, 00-848 Warszawa. Dane przetwarzane są w celach rekrutacyjnych. Ich podanie jest dobrowolne, ale niezbędne do uczestniczenia w procesie rekrutacyjnym. W każdej chwili przysługuje Ci prawo wglądu w dane, ich poprawiania lub usunięcia. Żądanie usunięcia spowoduje niezwłoczne skasowanie danych oraz oznacza rezygnację z udziału w procesach rekrutacji. Jeżeli nie wyrażasz zgody, prosimy, nie aplikuj. ;['MAX Premium Burgers_do 25 PLN/H _ Pracownik Restauracji_Poznań'];['26 zł / godz. brutto'];['Poznań, Grunwald'];['Umowa o pracę'];['Niepełny etat'];http://www.olx.pl/oferta/praca/max-premium-burgers-do-25-pln-h-pracownik-restauracji-poznan-CID4-IDJRvp9.html
880;Dla naszego klienta (producent kamperów) w ok. Bamberg szukamy pracowników na stanowisko:STOLARZ(k/m)W zależności od znajomości języka, doświadczenia i kwalifikacji:min. 16,00 € brutto/godzinę + 40 € diety za każdy produktywnie przepracowany dzieńOpis stanowiska:prace stolarskie przy kamperachmontaż mebli w kamperachobróbka drewnacięcie drewnamateriałoznawstwopiłowanie, cięcie, klejenieobsługa prasyOferujemy:niemiecką umowę o pracę na czas nieokreślonymożliwość pobierania cotygodniowych zaliczekdodatek świąteczny i urlopowypraca od poniedziałku do piątku w systemie jednozmianowymopiekę polskiego koordynatoraodpłatne zakwaterowanieubranie robocze zapewnia nasza firma25 – 30 dni płatnych dni urlopowych Wymagania:      mile widziane wykształcenie kierunkowedoświadczenie w zawodziekomunikatywna znajomość języka niemieckiego min. A2prawo jazdy i samochódAPLIKUJ!;['STOLARZ (k/m)   kampery   *min. 16 € brutto/h + 40€ diety*'];['15 500 zł - 16 500 zł zł / mies. brutto'];['Bielsko-Biała'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/stolarz-k-m-kampery-min-16-brutto-h-40-diety-CID4-IDQIRYo.html
881;Poszukujemy kandydatów na stanowisko DORADCA KLIENTA-SPRZEDAWCA w Salonie Medyczno/Perukarskim w Gdynii.Cenisz sobie pracę i bezpośredni kontakt z ludźmi?Nie brakuje Ci empatii, jesteś komunikatywny i otwarty?Odnajdujesz się w pracy sprzedawcy, nie boisz się samodzielności i zaangażowania?Mile widziane uprawienia: fizjoterapeuty, technika farmacji/farmaceuty, pielęgniarki do realizacji wniosków NFZ.Wyślij swoje CV do nas przez OLX!Praca na tym stanowisku polega przede wszystkim na bezpośredniej obsłudze klienta w sklepie stacjonarnym w czasie otwarcie sklepu.Co oferujemy?pracę w dynamicznie rozwijającej się firmieumowę o pracę i stabilne wynagrodzeniekompleksowe szkoleniepakiet medyczny Enel-MedAplikuj! przez OLX Zastrzegamy kontakt z wybranymi osobami i z góry prosimy o cierpliwość.Rozmowy odbędą się 1 dnia. Bardzo prosimy o cierpliwość.Zapraszamy na naszą stronę www.rokoko.com.pl;['Specjalista ds. Obsługi Klienta w Salonie Perukarskim w Gdyni'];['Gdynia, Śródmieście'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/specjalista-ds-obslugi-klienta-w-salonie-perukarskim-w-gdyni-CID4-IDUpM36.html
882;Dla naszego klienta (producent kamperów) w ok. Bamberg szukamy :Operatorów maszyny CNCmin. 16,00 € brutto/godzinę + 40 € diety za każdy produktywnie przepracowany dzieńOpis stanowiska:obsługa maszyny CNC z oprogramowaniem woodWOPobsługa frezarki CNC firmy HOMAGprodukcja części do kamperówOferujemy:niemiecką umowę o pracęmożliwość pobierania cotygodniowych zaliczekdodatek świąteczny i urlopowyopiekę polskiego koordynatoraodpłatne zakwaterowaniepracę od poniedziałku do piątku w systemie jednozmianowymdodatek do ubrania roboczego25 – 30 dni płatnych dni urlopowych Wymagania:      doświadczenie na danym stanowiskuprawo jazdy i samochódmile widziane wykształcenie kierunkowedobra j. niemieckiego min. A2Pracuj w międzynarodowym teamie!!!CZEKAMY NA TWOJE CV!Petralog GmbH;['Operator maszyny CNC (k/m) + min. 16€ brutto/h + 40€ dziennej diety !!'];['15 500 zł - 16 500 zł zł / mies. brutto'];['Zabrze'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/operator-maszyny-cnc-k-m-min-16-brutto-h-40-dziennej-diety-CID4-IDSFt9S.html
883;Grupa Dobry HotelJesteśmy polską siecią hoteli obecną na rynku od 19 lat. Zarządzamy 18 obiektami hotelowymi oraz jedną niezależną restauracją i stale rośniemy! Dołącz do naszego zespołu i buduj z nami te niezwykłe miejsca!Obecnie prowadzimy rekrutację na stanowisko:Pracownik Techniczny/KonserwatorMiejsce pracy: SopotCo możemy Ci zaoferować?pełne wsparcie podczas wdrożenia w obowiązkipracę na cały etat oraz zatrudnienie w oparciu o umowę pracę lub umowę zleceniamożliwość rozwoju zawodowego w obszarze Grupy Dobry Hotelpakiet benefitów (karta multisport, prywatna opieka medyczna)możliwość przystąpienia do grupowego ubezpieczenia na życiezniżki na usługi hotelowe i gastronomiczne w ramach Grupy Dobry Hotelwewnętrzne programy bonusowe („rekomenduj i zarabiaj” oraz „pracownik kwartału”)możliwość skorzystania z atrakcyjnych zniżek na studia w Wyższej Szkole Bankowejprzyjazną i otwartą atmosferę pracy :)Do głównych obowiązków należeć będzie:realizowanie napraw w pokojach hotelowych oraz usterek we wszystkich działach hoteluwykonywanie prac konserwacyjnych i naprawa urządzeń na terenie hotelunadzorowanie prac wykonywanych przez firmy zewnętrznekomunikowanie się z Kierownikami Działów w sprawach technicznychutrzymywanie wyposażenia i powierzonego sprzętu w nienagannym stanieprowadzanie regularnych inspekcji w celu ustalenia zakresu napraw, tworzenia list zakupowych oraz planowania logistyki działańutrzymywanie porządku w dokumentacji oraz jej bieżąca aktualizacjakompleksowa obsługa techniczna obiektu oraz regularne raportowanie do przełożonego Na czym nam zależy?doświadczeniu na podobnym stanowisku (dużym atutem będzie doświadczenie w branży hotelarskiej)umiejętności diagnozowania i rozwiązywania problemów technicznychpoczucia odpowiedzialności i dbałości o powierzony sprzętmile widziane uprawnienia do jazdy samochodem (kat. B) Uprzejmie prosimy o zamieszczenie w CV oświadczenia o następującej treści oraz o zapoznanie się z poniższymi informacjami:„Oświadczam, że zapoznałam/em się z treścią klauzuli informacyjnej dotyczącej rekrutacji w systemie internetowym. Na podstawie art. 6 ust. 1 lit. a) RODO oświadczam, iż wyrażam zgodę na przetwarzanie przez Administratora, którym jest Dobry Hotel spółka z ograniczoną odpowiedzialnością sp.k. moich danych osobowych w celu przeprowadzenia procesu rekrutacji na aplikowane stanowisko, w tym w szczególności numeru telefonu, adresu e-mail, adresu zamieszkania, informacji o wcześniejszym zatrudnieniu i innych danych ujawnionych w przesłanym CV, w tym również zamieszczenia tam zdjęcia (wizerunku). Niniejsza zgoda została wyrażona dobrowolnie”.Jednocześnie informujemy, że CV niezawierające powyższego oświadczenia nie będą brane pod uwagę w procesie rekrutacji.Zgodnie z art. 13 ust. 1 i 2 rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (ogólne rozporządzenie o ochronie danych) – dalej RODO, informujemy, że Administratorem Pani/Pana danych osobowych jest Dobry Hotel spółka z ograniczoną odpowiedzialnością sp.k. z siedzibą w Gdyni (81-462) ul. Falista 7, wpisana do rejestru przedsiębiorców Krajowego Rejestru Sądowego prowadzonego przez Sąd Rejonowy Gdańsk – Północ w Gdańsku, VIII Wydział Gospodarczy Krajowego Rejestru Sądowego pod numerem 36021 2, posiadająca numer identyfikacji podatkowej (NIP) 585145587  8, REGON 221 05 19 40  .1.       Pani/Pana dane osobowe przetwarzane będą w celu przeprowadzenia procesu rekrutacji na aplikowane stanowisko na podstawie art. 6 ust. 1 lit. a) RODO, na podstawie Pani/Pana dobrowolnej zgody. Pani/Pana dane osobowe będą przechowywane przez okres tej i przyszłych rekrutacji, nie dłużej jednak niż przez okres 3 lat,2.       posiada Pani/Pan prawo dostępu do treści swoich danych oraz prawo ich sprostowania, usunięcia, ograniczenia przetwarzania, prawo do przenoszenia danych, prawo wniesienia sprzeciwu, prawo do cofnięcia zgody na ich przetwarzanie w dowolnym momencie bez wpływu na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody wyrażonej przed jej cofnięciem. Oświadczenie o cofnięciu zgody na przetwarzanie danych osobowych wymaga jego złożenia w formie pisemnej na adres siedziby Administratora danych lub elektronicznie na adres e-mail: rodo[at]dobryhotel.com. Ponadto dane osobowe mogą być przetwarzane na podstawie art. 6 ust. 1 lit. f) RODO w prawnie uzasadnionych interesach realizowanych przez Administratora, w tym w celu ustalenia, dochodzenia lub obrony roszczeń, do czasu ich wygaśnięcia. W przypadku wniesienia sprzeciwu przestaniemy przetwarzać Pani/Pana dane osobowe w ww. celach, chyba że będziemy w stanie wykazać, że w stosunku do Pani/Pana danych osobowych istnieją dla nas ważne prawnie uzasadnione podstawy, które są nadrzędne wobec Pani/Pana interesów, praw i wolności lub Twoje dane będą nam niezbędne do ewentualnego ustalenia, dochodzenia lub obrony roszczeń,3.       ma Pani/Pan prawo do wniesienia skargi do Prezesa Urzędu Ochrony Danych Osobowych, gdy uzna Pani/Pan, iż przetwarzanie danych osobowych Pani/Pana dotyczących narusza przepisy RODO,4.       podanie przez Panią/Pana danych osobowych jest dobrowolne, ale konieczne dla celów związanych z przeprowadzeniem procesu rekrutacji na aplikowane stanowisko,5.       odbiorcami Pani/Pana danych osobowych będą wyłącznie podmioty uprawnione do uzyskania danych osobowych na podstawie przepisów prawa oraz podmioty współpracujące z Administratorem w procesie rekrutacji,Pani/Pana dane osobowe nie będą przetwarzane w sposób zautomatyzowany i nie będą profilowane;['Pracownik Techniczny/Konserwator - VILLA SEDAN - Sopot!'];['Sopot, Centrum'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/pracownik-techniczny-konserwator-villa-sedan-sopot-CID4-IDQ78qP.html
884;"Polska firma zajmującą się wyposażeniem i remontami sklepów z siedzibą w Woli Rasztowskiej poszukuje osób do swojego zespołu.Eko-build działa na polskim rynku już ponad 10 lat. Posiadamy kadrę doświadczonych i wykwalifikowanych pracowników oraz nowoczesne i obszerne zaplecze warsztatowo-magazynowe.Oferujemy szeroki zakres usług w zakresie serwisu, wyposażenia sklepów oraz podstawowych robót wykończeniowych w powierzchniach handlowych. Opis stanowiskamontaż elementów wyposażenia powierzchni handlowych (regały, kasy itp.)dostarczanie autem służbowym wyposażenia na miejsce montażuwykonywanie czynności serwisowych / naprawczych w powierzchniach handlowychrealizacja akcji montażowych na terenie całej Polski (czasami występuję delegacje)podstawowe roboty wykończenioweCzego wymagamy?czynne prawo jazdy kat. Bgotowość do pracy w delegacjach i w zadaniowym trybie pracy. Jeśli praca jest poza delegacją to jest w godz 7/8-15:00/16:00umiejętność obsługi/obycie z elektronarzędziamisamodzielność w działaniu i dobra organizacja pracyumiejętność pracy w zespolemile widziane: uprawnienia na wózek widłowy i umiejętność czytania rysunków technicznychmile widziane: doświadczenie na podobnych stanowiskachCo oferujemy?zatrudnienie ""od zaraz""umowę o pracępracę w zgranym i przyjaznym zespoleniezbędne narzędzia pracymożliwości rozwoju w dynamicznie rosnącej firmie oraz zdobycia doświadczenia zawodowegoatrakcyjne wynagrodzenie adekwatne do posiadanego doświadczenia i umiejętnościścieżki rozwojuZainteresowanych uprzejmie proszę o przesłanie CV w wiadomości OLXKontakt tel: 50*****35Więcej informacji o firmie: www. eko-build.pl";['PRACA - wyposażenie i remonty sklepów pod Warszawą'];['27 zł - 28 zł zł / godz. brutto'];['Wołomin'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/praca-wyposazenie-i-remonty-sklepow-pod-warszawa-CID4-IDJWNWu.html
885;Jeśli szukasz pracy dodatkowej, którą łatwo pogodzisz z obowiązkami życia codziennego jak i własną pracą dołącz do naszego zespołu ! Nie wymagamy doświadczenia, zapewniamy pełne przeszkolenie przed jej rozpoczęciem. Twoim zadaniami będą :- Audyty Tajemniczego Klienta w sklepach- Wypełnianiu ankiet testowych w systemie online- Wyrażaniu opinii na temat testowanych instytucji - Twoje zdanie ma znaczenie !Czego wymagamy ?- Umiejętności obiektywnej oceny- Chęci rozwoju i zdobywania nowych ciekawych doświadczeń- Dostęp do urządzenia mobilnego z dostępem do Internetu- Ukończony 18 rok życia- Pozytywnego nastawienia i zaangażowania w powierzone zadaniaCo możesz uzyskać?- Atrakcyjne wynagrodzenia z dodatkowymi premiami- Profesjonalne przygotowanie do pracy ( szkolenie w naszym biurze w Lublinie ) oraz pomoc na każdym jej etapie- Umowę o dzieło- Miłą atmosferęZaaplikuj już teraz ! Wyślij CV w odpowiedzi na ofertę, czekamy właśnie na Ciebie ! ;['Tajemniczy klient/ Ankieter  w Lublinie -praca dodatkowa'];['Lublin'];['Dodatkowa / sezonowa'];[];['Umowa o dzieło'];http://www.olx.pl/oferta/praca/tajemniczy-klient-ankieter-w-lublinie-praca-dodatkowa-CID4-IDP9JpH.html
886;"Szukasz pracy z perspektywą długoterminowego zatrudnienia? W związku z ciągły rozwojem poszukujemy pracowników.Jeśli :Chcesz obsługiwać maszyny produkcyjne;Potrafisz zadbać o czystość swojego środowiska pracy;Dbasz o jakość tego, co robisz;Potrafisz działać zgodnie z wyznaczonym procesem produkcyjnym;Chcesz zmienić pracę na lepszą;Aplikuj! Reszty nauczymy Cię my.Czego od Ciebie oczekujemy?Chęci poznania specyfiki zawodu;Zdolności manualnych;Dyspozycyjności do pracy w systemie 4 brygadowym (12-godzinnym) w Bielsku-Białej na ul. Bestwińskiej;Praca w godzinach 5-17 / 17-5 lub 6-18 / 18-6.Średnio 15 dni pracujących w miesiącu, co drugi weekend wolny (piątek-niedziela).Co Tobie oferujemy?Zatrudnienie na umowę o pracę pod Zakład;Ubezpieczenie na życie finansowane przez pracodawcę (Compensa);Podstawowa opieka medyczna finansowana przez pracodawcę (PZU);Preferencyjne ubezpieczenie grupowe (PZU);Dofinansowanie karty sportowej;Dodatek świąteczny (premia), dodatek wakacyjny (grusza);Możliwość odbycia kursów na suwnice, wózki widłowe, uprawnień SEP, uprawnienia spawalnicze, itp.";['Produkcja - system pracy 4-brygadowy'];['5 000 zł - 6 000 zł zł / mies. brutto'];['Bielsko-Biała'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/produkcja-system-pracy-4-brygadowy-CID4-IDUpvLz.html
